Sales,Quantity,Discount,Profit,OrderDate,ShipDate,ShipMode,OrderID,CustomerName,Segment,ProductName,SubCategory,Category,City,States,Region,Country
304.23,3,0.0,9.1269,2015-06-25,2015-07-01,Standard Class,CA-2015-115945,Alan Barnes,Consumer,Tennsco Regal Shelving Units,Storage,Office Supplies,Los Angeles,California,West,"United States"
167.86,2,0.0,78.8942,2015-07-26,2015-08-02,Standard Class,CA-2015-136735,Helen Andreada,Consumer,Airmail Envelopes,Envelopes,Office Supplies,San Francisco,California,West,"United States"
82.38,6,0.0,25.5378,2017-12-07,2017-12-11,Standard Class,US-2017-136189,Debra Catini,Consumer,DAX Wood Document Frame.,Furnishings,Furniture,Richmond,Virginia,South,"United States"
23.98,3,0.2,-5.6943,2014-12-29,2015-01-03,Second Class,CA-2014-152345,Shui Tom,Consumer,Mediabridge Sport Armband iPhone 5s,Phones,Technology,Albuquerque,New Mexico,West,"United States"
33.29,1,0.0,7.9896,2014-12-29,2015-01-03,Second Class,CA-2014-152345,Shui Tom,Consumer,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Storage,Office Supplies,Albuquerque,New Mexico,West,"United States"
14.95,2,0.7,-11.9616,2015-02-14,2015-02-19,Standard Class,US-2015-147662,Karl Braun,Consumer,GBC Standard Therm-A-Bind Covers,Binders,Office Supplies,Akron,Ohio,East,"United States"
323.98,3,0.4,-80.9955,2015-02-14,2015-02-19,Standard Class,US-2015-147662,Karl Braun,Consumer,Google Nexus 5,Phones,Technology,Akron,Ohio,East,"United States"
2.29,2,0.7,-1.6764,2015-02-14,2015-02-19,Standard Class,US-2015-147662,Karl Braun,Consumer,Acco Hanging Data Binders,Binders,Office Supplies,Akron,Ohio,East,"United States"
14.35,3,0.2,0.897,2015-02-14,2015-02-19,Standard Class,US-2015-147662,Karl Braun,Consumer,Newell 315,Art,Office Supplies,Akron,Ohio,East,"United States"
71.98,3,0.2,0.8997,2015-02-14,2015-02-19,Standard Class,US-2015-147662,Karl Braun,Consumer,Belkin F8E887 USB Wired Ergonomic Keyboard,Accessories,Technology,Akron,Ohio,East,"United States"
9.21,3,0.0,2.3025,2016-01-25,2016-01-27,First Class,CA-2016-153346,Todd Boyes,Corporate,"Dixon Ticonderoga Maple Cedar Pencil, #2",Art,Office Supplies,Plainfield,New Jersey,East,"United States"
18.0,5,0.0,8.28,2016-01-25,2016-01-27,First Class,CA-2016-153346,Todd Boyes,Corporate,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Paper,Office Supplies,Plainfield,New Jersey,East,"United States"
42.93,9,0.0,19.3185,2017-04-01,2017-04-07,Standard Class,CA-2017-118360,John Castell,Consumer,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Paper,Office Supplies,New York City,New York,East,"United States"
15.55,3,0.2,5.4432,2017-10-03,2017-10-09,Standard Class,CA-2017-149853,Patrick O'Brill,Consumer,Xerox 208,Paper,Office Supplies,Hialeah,Florida,South,"United States"
17.92,5,0.2,1.12,2017-10-03,2017-10-09,Standard Class,CA-2017-149853,Patrick O'Brill,Consumer,Hoover Portapower Portable Vacuum,Appliances,Office Supplies,Hialeah,Florida,South,"United States"
19.99,1,0.0,6.7966,2017-09-01,2017-09-06,Standard Class,CA-2017-107909,Sung Shariari,Consumer,Logitech-áLS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Accessories,Technology,Redmond,Washington,West,"United States"
22.92,5,0.2,8.022,2017-09-01,2017-09-06,Standard Class,CA-2017-107909,Sung Shariari,Consumer,Avery Metallic Poly Binders,Binders,Office Supplies,Redmond,Washington,West,"United States"
50.88,6,0.2,14.628,2015-12-21,2015-12-27,Standard Class,CA-2015-112375,Roger Demir,Consumer,Memorex Micro Travel Drive 4 GB,Accessories,Technology,Daytona Beach,Florida,South,"United States"
27.31,2,0.2,9.2178,2015-12-21,2015-12-27,Standard Class,CA-2015-112375,Roger Demir,Consumer,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Envelopes,Office Supplies,Daytona Beach,Florida,South,"United States"
7.92,1,0.2,2.772,2015-12-20,2015-12-24,Standard Class,CA-2015-154795,Gary Zandusky,Consumer,#6 3/4 Gummed Flap White Envelopes,Envelopes,Office Supplies,Bullhead City,Arizona,West,"United States"
14.37,2,0.2,3.9512,2015-12-20,2015-12-24,Standard Class,CA-2015-154795,Gary Zandusky,Consumer,Nu-Dell Float Frame 11 x 14 1/2,Furnishings,Furniture,Bullhead City,Arizona,West,"United States"
107.97,3,0.0,22.6737,2015-11-27,2015-12-01,Standard Class,CA-2015-125234,Steve Nguyen,Home Office,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Accessories,Technology,Los Angeles,California,West,"United States"
113.82,3,0.0,53.4954,2015-11-27,2015-12-01,Standard Class,CA-2015-125234,Steve Nguyen,Home Office,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,Office Supplies,Los Angeles,California,West,"United States"
5.18,1,0.2,1.8144,2017-08-27,2017-09-01,Standard Class,CA-2017-133501,Dana Kaydos,Consumer,Xerox 217,Paper,Office Supplies,Franklin,Tennessee,South,"United States"
16.28,2,0.0,6.512,2014-03-22,2014-03-22,Same Day,US-2014-129609,Vivian Mathis,Consumer,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Art,Office Supplies,Portage,Indiana,Central,"United States"
544.38,3,0.0,157.8702,2017-12-17,2017-12-21,Standard Class,CA-2017-130309,Giulietta Baptist,Consumer,Adjustable Depth Letter/Legal Cart,Storage,Office Supplies,Arlington,Virginia,South,"United States"
19.82,6,0.2,6.6906,2017-03-19,2017-03-22,First Class,CA-2017-105410,Natalie DeCherney,Consumer,"ACCOHIDE 3-Ring Binder, Blue, 1""",Binders,Office Supplies,San Francisco,California,West,"United States"
657.5,6,0.2,-131.5008,2017-03-19,2017-03-22,First Class,CA-2017-105410,Natalie DeCherney,Consumer,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Phones,Technology,San Francisco,California,West,"United States"
99.54,2,0.0,10.9494,2017-03-19,2017-03-22,First Class,CA-2017-105410,Natalie DeCherney,Consumer,Logitech K350 2.4Ghz Wireless Keyboard,Accessories,Technology,San Francisco,California,West,"United States"
199.96,4,0.0,85.9828,2017-03-19,2017-03-22,First Class,CA-2017-105410,Natalie DeCherney,Consumer,Logitech Wireless Marathon Mouse M705,Accessories,Technology,San Francisco,California,West,"United States"
631.78,2,0.1,140.396,2016-09-18,2016-09-25,Standard Class,CA-2016-120355,Magdelene Morse,Consumer,Global Leather Executive Chair,Chairs,Furniture,New Rochelle,New York,East,"United States"
60.72,3,0.0,26.1096,2016-09-18,2016-09-25,Standard Class,CA-2016-120355,Magdelene Morse,Consumer,DAX Two-Tone Silver Metal Document Frame,Furnishings,Furniture,New Rochelle,New York,East,"United States"
20.72,2,0.7,-15.1976,2017-11-24,2017-11-29,Second Class,CA-2017-169894,Mark Van Huff,Consumer,GBC Recycled Grain Textured Covers,Binders,Office Supplies,Mesa,Arizona,West,"United States"
415.87,8,0.2,-41.5872,2017-11-24,2017-11-29,Second Class,CA-2017-169894,Mark Van Huff,Consumer,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Storage,Office Supplies,Mesa,Arizona,West,"United States"
16.77,2,0.2,1.4672,2017-04-11,2017-04-15,Standard Class,US-2017-100482,Jack Lebron,Consumer,Sterilite Officeware Hinged File Box,Storage,Office Supplies,Lancaster,Ohio,East,"United States"
27.12,2,0.2,-4.746,2017-04-11,2017-04-15,Standard Class,US-2017-100482,Jack Lebron,Consumer,Kingston Digital DataTraveler 32GB USB 2.0,Accessories,Technology,Lancaster,Ohio,East,"United States"
95.84,4,0.2,34.742,2017-12-10,2017-12-12,Second Class,CA-2017-107748,Alex Grayson,Consumer,Jackery Bar Premium Fast-charging Portable Charger,Phones,Technology,Stockton,California,West,"United States"
12.96,2,0.0,6.2208,2017-12-10,2017-12-12,Second Class,CA-2017-107748,Alex Grayson,Consumer,Xerox 225,Paper,Office Supplies,Stockton,California,West,"United States"
19.01,8,0.7,-12.672,2017-11-24,2017-11-26,Second Class,CA-2017-153654,Michael Dominguez,Corporate,Avery Durable Slant Ring Binders,Binders,Office Supplies,Asheville,North Carolina,South,"United States"
1598.06,7,0.7,-1065.372,2015-12-04,2015-12-07,Second Class,CA-2015-155600,Rose O'Brian,Consumer,GBC Ibimaster 500 Manual ProClick Binding System,Binders,Office Supplies,Clarksville,Tennessee,South,"United States"
36.96,4,0.2,12.012,2015-12-04,2015-12-07,Second Class,CA-2015-155600,Rose O'Brian,Consumer,Deluxe Chalkboard Eraser Cleaner,Art,Office Supplies,Clarksville,Tennessee,South,"United States"
10.37,2,0.2,3.6288,2017-12-11,2017-12-11,Same Day,CA-2017-162565,Ralph Ritter,Consumer,Xerox 21,Paper,Office Supplies,Aurora,Illinois,Central,"United States"
77.72,1,0.6,-66.062,2017-12-11,2017-12-11,Same Day,CA-2017-162565,Ralph Ritter,Consumer,Electrix Halogen Magnifier Lamp,Furnishings,Furniture,Aurora,Illinois,Central,"United States"
520.46,2,0.3,-14.8704,2017-12-11,2017-12-11,Same Day,CA-2017-162565,Ralph Ritter,Consumer,GuestStacker Chair with Chrome Finish Legs,Chairs,Furniture,Aurora,Illinois,Central,"United States"
111.96,2,0.0,54.8604,2016-05-21,2016-05-23,First Class,CA-2016-127642,Christine Phan,Corporate,Easy-staple paper,Paper,Office Supplies,Warwick,Rhode Island,East,"United States"
29.16,3,0.0,8.4564,2017-02-17,2017-02-21,Second Class,US-2017-163195,Lauren Leatherbury,Consumer,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Phones,Technology,Lafayette,Louisiana,South,"United States"
131.94,3,0.0,35.6238,2017-05-20,2017-05-22,Second Class,CA-2017-111332,Nat Carroll,Consumer,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Art,Office Supplies,Fargo,North Dakota,Central,"United States"
25.92,4,0.0,8.2944,2017-05-20,2017-05-22,Second Class,CA-2017-111332,Nat Carroll,Consumer,"BIC Brite Liner Highlighters, Chisel Tip",Art,Office Supplies,Fargo,North Dakota,Central,"United States"
704.76,4,0.0,162.0948,2017-05-20,2017-05-22,Second Class,CA-2017-111332,Nat Carroll,Consumer,Fellowes High-Stak Drawer Files,Storage,Office Supplies,Fargo,North Dakota,Central,"United States"
7.41,3,0.0,3.4827,2017-05-20,2017-05-22,Second Class,CA-2017-111332,Nat Carroll,Consumer,Staples,Fasteners,Office Supplies,Fargo,North Dakota,Central,"United States"
21.5,10,0.0,7.095,2017-05-20,2017-05-22,Second Class,CA-2017-111332,Nat Carroll,Consumer,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Art,Office Supplies,Fargo,North Dakota,Central,"United States"
10.53,4,0.2,3.29,2017-09-11,2017-09-13,Second Class,CA-2017-117044,Helen Andreada,Consumer,Acco Hot Clips Clips to Go,Fasteners,Office Supplies,Chicago,Illinois,Central,"United States"
20.54,6,0.2,6.42,2017-09-11,2017-09-13,Second Class,CA-2017-117044,Helen Andreada,Consumer,Xerox 1927,Paper,Office Supplies,Chicago,Illinois,Central,"United States"
104.9,5,0.0,50.352,2016-11-05,2016-11-10,Standard Class,US-2016-165078,Michelle Arnett,Home Office,Premium Transparent Presentation Covers by GBC,Binders,Office Supplies,Lawrence,Indiana,Central,"United States"
39.68,2,0.0,16.2688,2016-11-05,2016-11-10,Standard Class,US-2016-165078,Michelle Arnett,Home Office,Prismacolor Color Pencil Set,Art,Office Supplies,Lawrence,Indiana,Central,"United States"
51.75,5,0.0,24.84,2016-11-05,2016-11-10,Standard Class,US-2016-165078,Michelle Arnett,Home Office,Avery 503,Labels,Office Supplies,Lawrence,Indiana,Central,"United States"
11.68,2,0.0,5.4896,2017-07-23,2017-07-25,Second Class,US-2017-169320,Lena Hernandez,Consumer,"Quartet Omega Colored Chalk, 12/Pack",Art,Office Supplies,Elkhart,Indiana,Central,"United States"
159.75,5,0.0,11.1825,2017-07-23,2017-07-25,Second Class,US-2017-169320,Lena Hernandez,Consumer,Maxell 4.7GB DVD-RW 3/Pack,Accessories,Technology,Elkhart,Indiana,Central,"United States"
103.97,6,0.2,16.8948,2016-11-18,2016-11-24,Standard Class,CA-2016-158575,Sean Braxton,Corporate,Holmes 99% HEPA Air Purifier,Appliances,Office Supplies,Kent,Ohio,East,"United States"
303.25,5,0.0,63.6825,2014-04-25,2014-04-30,Standard Class,CA-2014-166954,Beth Thompson,Home Office,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furnishings,Furniture,San Gabriel,California,West,"United States"
270.72,3,0.0,78.5088,2014-04-25,2014-04-30,Standard Class,CA-2014-166954,Beth Thompson,Home Office,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Appliances,Office Supplies,San Gabriel,California,West,"United States"
1487.04,5,0.2,148.704,2014-04-25,2014-04-30,Standard Class,CA-2014-166954,Beth Thompson,Home Office,GuestStacker Chair with Chrome Finish Legs,Chairs,Furniture,San Gabriel,California,West,"United States"
17.48,2,0.0,8.2156,2015-11-30,2015-12-02,Second Class,CA-2015-140830,Paul Stevenson,Home Office,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,Office Supplies,Henderson,Kentucky,South,"United States"
71.88,2,0.0,32.346,2015-11-30,2015-12-02,Second Class,CA-2015-140830,Paul Stevenson,Home Office,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Envelopes,Office Supplies,Henderson,Kentucky,South,"United States"
60.45,3,0.0,16.3215,2015-10-25,2015-10-30,Standard Class,CA-2015-152891,Trudy Brown,Consumer,Boston 19500 Mighty Mite Electric Pencil Sharpener,Art,Office Supplies,San Francisco,California,West,"United States"
253.18,3,0.2,-31.647,2015-10-25,2015-10-30,Standard Class,CA-2015-152891,Trudy Brown,Consumer,Balt Solid Wood Rectangular Table,Tables,Furniture,San Francisco,California,West,"United States"
2.88,5,0.8,-4.464,2015-07-20,2015-07-27,Standard Class,US-2015-122784,Russell Applegate,Consumer,Avery Durable Binders,Binders,Office Supplies,Highland Park,Illinois,Central,"United States"
384.94,4,0.3,-126.4816,2015-07-20,2015-07-27,Standard Class,US-2015-122784,Russell Applegate,Consumer,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Bookcases,Furniture,Highland Park,Illinois,Central,"United States"
153.58,2,0.2,13.4386,2015-07-20,2015-07-27,Standard Class,US-2015-122784,Russell Applegate,Consumer,Pyle PMP37LED,Phones,Technology,Highland Park,Illinois,Central,"United States"
913.43,5,0.3,-52.196,2015-07-20,2015-07-27,Standard Class,US-2015-122784,Russell Applegate,Consumer,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,Furniture,Highland Park,Illinois,Central,"United States"
43.92,4,0.0,11.8584,2016-10-27,2016-11-02,Standard Class,CA-2016-156811,Bart Pistole,Corporate,Staple holder,Appliances,Office Supplies,San Francisco,California,West,"United States"
25.03,3,0.2,7.8225,2016-10-27,2016-11-02,Standard Class,CA-2016-156811,Bart Pistole,Corporate,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Binders,Office Supplies,San Francisco,California,West,"United States"
46.76,7,0.0,22.4448,2017-11-20,2017-11-22,First Class,CA-2017-111556,Carlos Daly,Consumer,Xerox 1968,Paper,Office Supplies,New York City,New York,East,"United States"
183.97,2,0.2,-25.2956,2017-11-20,2017-11-22,First Class,CA-2017-111556,Carlos Daly,Consumer,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Bookcases,Furniture,New York City,New York,East,"United States"
1259.97,3,0.0,327.5922,2017-11-20,2017-11-22,First Class,CA-2017-111556,Carlos Daly,Consumer,Samsung Galaxy Mega 6.3,Phones,Technology,New York City,New York,East,"United States"
68.97,3,0.0,19.3116,2017-11-20,2017-11-22,First Class,CA-2017-111556,Carlos Daly,Consumer,Boston KS Multi-Size Manual Pencil Sharpener,Art,Office Supplies,New York City,New York,East,"United States"
70.37,2,0.2,6.1572,2016-09-08,2016-09-12,Standard Class,CA-2016-108868,Ken Black,Corporate,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Art,Office Supplies,Dallas,Texas,Central,"United States"
59.96,5,0.2,21.7355,2016-09-08,2016-09-12,Standard Class,CA-2016-108868,Ken Black,Corporate,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Phones,Technology,Dallas,Texas,Central,"United States"
25.98,1,0.2,-5.1968,2014-07-20,2014-07-20,Same Day,CA-2014-142965,Scot Wooten,Consumer,Fellowes Neat Ideas Storage Cubes,Storage,Office Supplies,Springfield,Ohio,East,"United States"
27.36,3,0.7,-21.888,2014-07-20,2014-07-20,Same Day,CA-2014-142965,Scot Wooten,Consumer,Ibico Plastic Spiral Binding Combs,Binders,Office Supplies,Springfield,Ohio,East,"United States"
361.38,2,0.2,27.1032,2016-11-15,2016-11-19,Standard Class,CA-2016-148740,Anna H+ñberlin,Corporate,Polycom SoundPoint IP 450 VoIP phone,Phones,Technology,Encinitas,California,West,"United States"
172.19,2,0.3,-46.7362,2014-07-07,2014-07-11,Standard Class,US-2014-138758,John Lee,Consumer,"Global High-Back Leather Tilter, Burgundy",Chairs,Furniture,Philadelphia,Pennsylvania,East,"United States"
69.01,2,0.2,12.0764,2014-07-07,2014-07-11,Standard Class,US-2014-138758,John Lee,Consumer,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furnishings,Furniture,Philadelphia,Pennsylvania,East,"United States"
199.9,5,0.0,89.955,2016-03-17,2016-03-17,Same Day,CA-2016-131737,Gary Zandusky,Consumer,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,Office Supplies,Columbia,Maryland,East,"United States"
901.95,3,0.0,297.6435,2016-03-17,2016-03-17,Same Day,CA-2016-131737,Gary Zandusky,Consumer,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Appliances,Office Supplies,Columbia,Maryland,East,"United States"
971.5,5,0.0,252.59,2016-03-17,2016-03-17,Same Day,CA-2016-131737,Gary Zandusky,Consumer,Electrix Halogen Magnifier Lamp,Furnishings,Furniture,Columbia,Maryland,East,"United States"
11.33,2,0.2,2.5488,2016-12-26,2016-12-27,First Class,CA-2016-114538,Roy Collins,Consumer,SANFORD Major Accent Highlighters,Art,Office Supplies,Colorado Springs,Colorado,West,"United States"
21.24,3,0.0,8.0712,2014-09-02,2014-09-04,First Class,CA-2014-127936,Clay Ludtke,Consumer,SANFORD Major Accent Highlighters,Art,Office Supplies,New York City,New York,East,"United States"
34.8,3,0.2,2.175,2015-07-05,2015-07-10,Standard Class,CA-2015-164336,Mitch Webber,Consumer,HP Standard 104 key PS/2 Keyboard,Accessories,Technology,Philadelphia,Pennsylvania,East,"United States"
38.98,3,0.2,-2.436,2015-07-05,2015-07-10,Standard Class,CA-2015-164336,Mitch Webber,Consumer,Acco Perma 4000 Stacking Storage Drawers,Storage,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
9.08,2,0.0,4.086,2016-11-20,2016-11-25,Standard Class,CA-2016-100041,Barbara Fisher,Corporate,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Paper,Office Supplies,Columbus,Indiana,Central,"United States"
314.55,3,0.0,150.984,2016-11-20,2016-11-25,Standard Class,CA-2016-100041,Barbara Fisher,Corporate,Xerox 189,Paper,Office Supplies,Columbus,Indiana,Central,"United States"
4.91,1,0.0,2.3077,2016-11-20,2016-11-25,Standard Class,CA-2016-100041,Barbara Fisher,Corporate,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,Office Supplies,Columbus,Indiana,Central,"United States"
5.78,2,0.0,2.7166,2014-05-06,2014-05-11,Standard Class,US-2014-154879,Steve Nguyen,Home Office,Staple-on labels,Labels,Office Supplies,Los Angeles,California,West,"United States"
107.94,6,0.0,30.2232,2014-05-06,2014-05-11,Standard Class,US-2014-154879,Steve Nguyen,Home Office,Model L Table or Wall-Mount Pencil Sharpener,Art,Office Supplies,Los Angeles,California,West,"United States"
19.65,3,0.0,9.039,2014-06-21,2014-06-24,First Class,CA-2014-130624,Toby Braunhardt,Consumer,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Paper,Office Supplies,New York City,New York,East,"United States"
617.97,3,0.0,160.6722,2014-06-21,2014-06-24,First Class,CA-2014-130624,Toby Braunhardt,Consumer,GE 2-Jack Phone Line Splitter,Phones,Technology,New York City,New York,East,"United States"
59.7,3,0.0,26.865,2014-06-21,2014-06-24,First Class,CA-2014-130624,Toby Braunhardt,Consumer,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Appliances,Office Supplies,New York City,New York,East,"United States"
387.99,1,0.0,182.3553,2017-08-19,2017-08-23,Standard Class,CA-2017-132339,Jennifer Braxton,Corporate,Fellowes PB300 Plastic Comb Binding Machine,Binders,Office Supplies,Lawrence,Massachusetts,East,"United States"
575.92,2,0.2,71.99,2014-11-29,2014-12-06,Standard Class,CA-2014-153983,Alan Hwang,Consumer,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Phones,Technology,San Francisco,California,West,"United States"
30.4,5,0.0,15.2,2014-11-29,2014-12-06,Standard Class,CA-2014-153983,Alan Hwang,Consumer,Staples,Fasteners,Office Supplies,San Francisco,California,West,"United States"
478.24,8,0.0,219.9904,2017-04-09,2017-04-12,Second Class,CA-2017-112900,Ken Lonsdale,Consumer,GBC Recycled Regency Composition Covers,Binders,Office Supplies,Detroit,Michigan,Central,"United States"
190.85,3,0.2,-21.4704,2014-12-20,2014-12-27,Standard Class,CA-2014-160157,Mark Hamilton,Consumer,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furnishings,Furniture,Hamilton,Ohio,East,"United States"
5.48,4,0.7,-4.0216,2014-12-17,2014-12-24,Standard Class,CA-2014-139633,Erin Creighton,Consumer,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Binders,Office Supplies,Columbus,Ohio,East,"United States"
40.92,5,0.2,3.069,2015-11-17,2015-11-21,Second Class,CA-2015-163090,Greg Hansen,Consumer,Acme Box Cutter Scissors,Supplies,Office Supplies,Chicago,Illinois,Central,"United States"
15.55,3,0.2,2.3328,2014-03-04,2014-03-09,Standard Class,CA-2014-117016,Sanjit Chand,Consumer,"BIC Brite Liner Highlighters, Chisel Tip",Art,Office Supplies,Margate,Florida,South,"United States"
17.24,2,0.0,4.4824,2017-05-18,2017-05-19,First Class,CA-2017-159464,Todd Boyes,Corporate,"Acco Six-Outlet Power Strip, 4' Cord Length",Appliances,Office Supplies,Sandy Springs,Georgia,South,"United States"
302.94,3,0.0,75.735,2017-05-18,2017-05-19,First Class,CA-2017-159464,Todd Boyes,Corporate,Hon 4-Shelf Metal Bookcases,Bookcases,Furniture,Sandy Springs,Georgia,South,"United States"
34.75,5,0.0,15.6375,2017-05-18,2017-05-19,First Class,CA-2017-159464,Todd Boyes,Corporate,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Phones,Technology,Sandy Springs,Georgia,South,"United States"
113.94,6,0.0,54.6912,2017-05-18,2017-05-19,First Class,CA-2017-159464,Todd Boyes,Corporate,Poly Designer Cover & Back,Binders,Office Supplies,Sandy Springs,Georgia,South,"United States"
55.98,2,0.0,15.6744,2017-05-18,2017-05-19,First Class,CA-2017-159464,Todd Boyes,Corporate,Apple EarPods with Remote and Mic,Phones,Technology,Sandy Springs,Georgia,South,"United States"
27.18,3,0.0,12.231,2017-09-22,2017-09-28,Standard Class,US-2017-103226,David Wiener,Corporate,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,Office Supplies,Albuquerque,New Mexico,West,"United States"
1805.88,6,0.0,523.7052,2017-03-21,2017-03-27,Standard Class,CA-2017-119452,Clay Ludtke,Consumer,"Global Leather and Oak Executive Chair, Black",Chairs,Furniture,Tulsa,Oklahoma,Central,"United States"
70.95,3,0.0,18.447,2017-09-14,2017-09-14,Same Day,CA-2017-147725,Liz Thompson,Consumer,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Art,Office Supplies,Orange,New Jersey,East,"United States"
20.0,4,0.0,9.6,2016-11-03,2016-11-08,Second Class,CA-2016-168893,Arthur Prichep,Consumer,Advantus Plastic Paper Clips,Fasteners,Office Supplies,Henderson,Kentucky,South,"United States"
7.98,3,0.0,2.0748,2016-11-03,2016-11-08,Second Class,CA-2016-168893,Arthur Prichep,Consumer,Economy #2 Pencils,Art,Office Supplies,Henderson,Kentucky,South,"United States"
24.1,5,0.0,9.158,2016-11-03,2016-11-08,Second Class,CA-2016-168893,Arthur Prichep,Consumer,Magna Visual Magnetic Picture Hangers,Furnishings,Furniture,Henderson,Kentucky,South,"United States"
8.75,1,0.0,2.625,2016-11-03,2016-11-08,Second Class,CA-2016-168893,Arthur Prichep,Consumer,Boston 16750 Black Compact Battery Pencil Sharpener,Art,Office Supplies,Henderson,Kentucky,South,"United States"
842.94,3,0.0,160.1586,2016-11-03,2016-11-08,Second Class,CA-2016-168893,Arthur Prichep,Consumer,Global Adaptabilities Conference Tables,Tables,Furniture,Henderson,Kentucky,South,"United States"
2.18,1,0.8,-3.6003,2016-05-03,2016-05-08,Standard Class,CA-2016-163398,Christy Brittain,Consumer,Heavy-Duty E-Z-D Binders,Binders,Office Supplies,Chicago,Illinois,Central,"United States"
27.38,7,0.2,2.7384,2016-05-03,2016-05-08,Standard Class,CA-2016-163398,Christy Brittain,Consumer,Newell 316,Art,Office Supplies,Chicago,Illinois,Central,"United States"
26.41,3,0.8,-71.2962,2016-05-03,2016-05-08,Standard Class,CA-2016-163398,Christy Brittain,Consumer,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Appliances,Office Supplies,Chicago,Illinois,Central,"United States"
10.37,2,0.2,3.6288,2016-12-27,2017-01-02,Standard Class,CA-2016-162726,Meg Tillman,Consumer,Xerox 214,Paper,Office Supplies,Port Arthur,Texas,Central,"United States"
23.68,4,0.2,7.4,2016-12-27,2017-01-02,Standard Class,CA-2016-162726,Meg Tillman,Consumer,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Paper,Office Supplies,Port Arthur,Texas,Central,"United States"
109.95,1,0.0,36.2835,2016-07-22,2016-07-26,Standard Class,US-2016-111290,Dennis Kane,Consumer,Plantronics Audio 995 Wireless Stereo Headset,Accessories,Technology,Westland,Michigan,Central,"United States"
965.85,5,0.0,135.219,2016-07-22,2016-07-26,Standard Class,US-2016-111290,Dennis Kane,Consumer,Fellowes Staxonsteel Drawer Files,Storage,Office Supplies,Westland,Michigan,Central,"United States"
29.2,5,0.0,10.512,2016-07-22,2016-07-26,Standard Class,US-2016-111290,Dennis Kane,Consumer,Avery Hi-Liter Smear-Safe Highlighters,Art,Office Supplies,Westland,Michigan,Central,"United States"
32.4,5,0.0,15.552,2016-07-22,2016-07-26,Standard Class,US-2016-111290,Dennis Kane,Consumer,Xerox 192,Paper,Office Supplies,Westland,Michigan,Central,"United States"
78.35,5,0.0,36.8245,2014-11-16,2014-11-21,Standard Class,US-2014-147704,Steven Roelle,Home Office,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,Office Supplies,Bloomington,Indiana,Central,"United States"
31.68,6,0.0,14.256,2014-11-16,2014-11-21,Standard Class,US-2014-147704,Steven Roelle,Home Office,Xerox 1954,Paper,Office Supplies,Bloomington,Indiana,Central,"United States"
29.12,4,0.0,14.2688,2014-11-16,2014-11-21,Standard Class,US-2014-147704,Steven Roelle,Home Office,Wilson Jones Active Use Binders,Binders,Office Supplies,Bloomington,Indiana,Central,"United States"
